pedido_id,fecha_pedido,fecha_entrega,anio_pedido,mes_pedido,dia_semana_pedido,dias_entrega,pedido_retrasado,retraso_dias,km_recorridos,costo_transporte,costo_por_km,municipio,tipo_cliente,id_autoparte,categoria,costo_unitario,stock_actual,stock_minimo,margen_stock,ratio_stock,pais_proveedor,ruta
1377,2025-02-12,2025-02-15,2025,2,3,3,0,0,319.5,5262.79,16.47,San Luis Potosí,Tier1,82-ELE,Electrónica,4169.44,3032,267,2765,11.36,Alemania,QRO-CEL
1378,2025-11-21,2025-11-28,2025,11,5,7,1,4,343.6,4071,11.85,Querétaro,Tier1,26-SEN,Sensores,2283.16,2773,396,2377,7,Japón,QRO-SJR
1379,2021-08-05,2021-08-06,2021,8,4,1,0,0,247.6,2028.26,8.19,León,Planta,75-FRE,Frenos,2586.79,1278,749,529,1.71,México,QRO-CEL
1380,2021-02-21,2021-02-28,2021,2,0,7,1,4,167.4,2327.51,13.9,San Juan del Río,Tier1,54-SEN,Sensores,2229.64,971,924,47,1.05,Japón,QRO-MQZ
1381,2026-01-10,2026-01-14,2026,1,6,4,1,1,322.5,5101.9,15.82,San Luis Potosí,Tier1,33-ARN,Arneses,4073.72,1315,307,1008,4.28,México,QRO-MQZ
1382,2026-05-14,2026-05-29,2026,5,4,15,1,8,340.6,4926.34,14.46,Celaya,Distribuidor,1-ELE,Electrónica,4919.31,1189,945,244,1.26,China,QRO-CEL
1383,2026-05-22,2026-05-30,2026,5,5,8,0,0,53.7,1014.64,18.89,Celaya,Tier1,68-ELE,Electrónica,428.16,3609,688,2921,5.25,China,QRO-MQZ
1384,2025-09-28,2025-10-05,2025,9,0,7,1,4,171.2,1420.2,8.3,León,Tier1,72-SEN,Sensores,2907.83,4310,751,3559,5.74,México,QRO-CEL
1385,2026-05-22,2026-06-06,2026,5,5,15,0,0,210.8,2880.82,13.67,San Luis Potosí,Tier1,55-SUS,Suspensión,105.27,1887,966,921,1.95,China,QRO-MQZ
1386,2022-10-18,2022-10-21,2022,10,2,3,0,0,286,3713.27,12.98,Corregidora,Tier1,47-FRE,Frenos,1952.37,1312,523,789,2.51,USA,QRO-CEL
1387,2026-05-23,2026-06-01,2026,5,6,9,0,0,203.8,2635.63,12.93,Corregidora,Tier1,12-SEN,Sensores,4736.13,22,333,-311,0.07,México,QRO-SLP
1388,2023-05-23,2023-05-29,2023,5,2,6,1,3,102.4,1577.15,15.4,León,Taller,82-SUS,Suspensión,998.09,2299,178,2121,12.92,USA,QRO-SJR
1389,2024-07-08,2024-07-15,2024,7,1,7,1,4,108.1,1398.91,12.94,Celaya,Planta,86-SUS,Suspensión,1070.24,3068,901,2167,3.41,México,QRO-SLP
1390,2026-05-22,2026-05-30,2026,5,5,8,0,0,105.3,1545.33,14.68,El Marqués,Distribuidor,37-SUS,Suspensión,1200.77,1755,358,1397,4.9,México,QRO-SJR
1391,2021-05-08,2021-05-15,2021,5,6,7,1,4,159.5,2624.5,16.45,Celaya,Planta,42-ARN,Arneses,4312.83,3536,833,2703,4.24,China,QRO-SLP
1392,2025-05-31,2025-06-04,2025,5,6,4,1,1,304.4,5184.16,17.03,Corregidora,Distribuidor,65-SEN,Sensores,3356.68,3642,308,3334,11.82,México,QRO-CEL
1393,2024-09-12,2024-09-18,2024,9,4,6,1,3,306.9,4218.35,13.75,Corregidora,Distribuidor,26-SEN,Sensores,2283.16,2773,396,2377,7,USA,QRO-CEL
1394,2026-05-14,2026-05-28,2026,5,4,14,1,8,255.9,2560.14,10,Celaya,Planta,19-ELE,Electrónica,3029.39,2447,372,2075,6.58,México,QRO-MQZ
1395,2026-05-25,2026-05-28,2026,5,1,3,0,0,184.6,2755.05,14.92,Querétaro,Tier1,56-SEN,Sensores,1253.34,3707,620,3087,5.98,China,QRO-SJR
1396,2021-02-24,2021-03-03,2021,2,3,7,1,4,51.4,813.32,15.82,El Marqués,Tier1,52-ELE,Electrónica,4788.22,421,203,218,2.07,Alemania,QRO-SLP
1397,2026-05-12,2026-05-31,2026,5,2,19,1,10,82.8,704.12,8.5,El Marqués,Tier1,21-ARN,Arneses,2688.88,472,527,-55,0.9,Japón,QRO-SJR
1398,2023-02-19,2023-02-21,2023,2,0,2,0,0,15.7,298.56,19.02,San Juan del Río,Tier1,4-ELE,Electrónica,1583.34,802,919,-117,0.87,México,QRO-MQZ
1399,2023-01-21,2023-01-26,2023,1,6,5,1,2,42.7,450.94,10.56,Celaya,Taller,55-SUS,Suspensión,105.27,1887,966,921,1.95,USA,QRO-CEL
1400,2026-05-05,2026-05-27,2026,5,2,22,1,17,260.5,3244.31,12.45,León,Tier1,59-FRE,Frenos,254.95,2883,557,2326,5.18,China,QRO-CEL
1401,2022-10-27,2022-11-04,2022,10,4,8,1,5,124.6,2053.66,16.48,Celaya,Taller,95-ELE,Electrónica,4863.69,3953,627,3326,6.3,USA,QRO-SJR
1402,2026-05-06,2026-05-30,2026,5,3,24,1,16,36.1,371.8,10.3,El Marqués,Planta,77-ARN,Arneses,4833.11,3865,647,3218,5.97,México,QRO-CEL
1403,2026-05-09,2026-05-31,2026,5,6,22,1,13,315.6,4703.85,14.9,San Luis Potosí,Tier1,46-ARN,Arneses,2665.1,3109,331,2778,9.39,USA,QRO-SJR
1404,2024-02-15,2024-02-22,2024,2,4,7,1,4,39.1,554.72,14.19,El Marqués,Taller,25-SUS,Suspensión,2863.6,1207,249,958,4.85,China,QRO-CEL
1405,2022-11-06,2022-11-13,2022,11,0,7,1,4,244.2,3054.7,12.51,Querétaro,Planta,65-SUS,Suspensión,3449.87,4345,595,3750,7.3,México,QRO-SJR
1406,2024-03-19,2024-03-24,2024,3,2,5,1,2,69.9,1097.06,15.69,Corregidora,Planta,44-SEN,Sensores,4770.35,1824,337,1487,5.41,Japón,QRO-SJR
1407,2022-05-28,2022-06-04,2022,5,6,7,1,4,188,1932.92,10.28,Celaya,Distribuidor,43-ARN,Arneses,913.85,1716,755,961,2.27,México,QRO-CEL
1408,2026-05-07,2026-05-29,2026,5,4,22,1,15,306.8,3932.2,12.82,Querétaro,Tier1,1-ARN,Arneses,3422.68,3382,224,3158,15.1,México,QRO-CEL
1409,2026-05-25,2026-06-05,2026,5,1,11,0,0,342.6,4865.07,14.2,León,Taller,46-ELE,Electrónica,2511.37,3579,173,3406,20.69,China,QRO-SLP
1410,2023-08-24,2023-08-25,2023,8,4,1,0,0,19.9,237.83,11.95,Celaya,Tier1,80-ELE,Electrónica,3933.63,4561,222,4339,20.55,Alemania,QRO-CEL
1411,2023-02-15,2023-02-23,2023,2,3,8,1,5,322.7,3881.22,12.03,El Marqués,Taller,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,China,QRO-SJR
1412,2026-05-20,2026-05-27,2026,5,3,7,1,2,185.2,1688.96,9.12,San Luis Potosí,Tier1,22-SEN,Sensores,4518.66,3974,785,3189,5.06,China,QRO-MQZ
1413,2026-05-04,2026-05-25,2026,5,1,21,1,18,74,1122.74,15.17,Querétaro,Tier1,12-FRE,Frenos,2256.16,1344,843,501,1.59,Japón,QRO-SLP
1414,2026-05-02,2026-06-01,2026,5,6,30,1,20,201.3,1808.23,8.98,San Luis Potosí,Taller,95-ELE,Electrónica,4863.69,3953,627,3326,6.3,USA,QRO-CEL
1415,2023-02-13,2023-02-15,2023,2,1,2,0,0,117.6,2145.12,18.24,San Luis Potosí,Distribuidor,67-FRE,Frenos,2570.48,1579,719,860,2.2,México,QRO-CEL
1416,2021-08-19,2021-08-22,2021,8,4,3,0,0,281,4970.82,17.69,Querétaro,Planta,84-ARN,Arneses,1914.15,2582,463,2119,5.58,Japón,QRO-SLP
1417,2022-09-26,2022-10-02,2022,9,1,6,1,3,122.6,1713.45,13.98,Querétaro,Planta,52-SEN,Sensores,2701.62,2240,729,1511,3.07,Japón,QRO-MQZ
1418,2026-02-03,2026-02-08,2026,2,2,5,1,2,203.4,3208.96,15.78,Celaya,Distribuidor,58-SEN,Sensores,2617.63,4219,411,3808,10.27,México,QRO-SLP
1419,2023-07-19,2023-07-20,2023,7,3,1,0,0,324.5,3837.33,11.83,Corregidora,Planta,56-SEN,Sensores,1253.34,3707,620,3087,5.98,USA,QRO-SLP
1420,2026-05-07,2026-05-29,2026,5,4,22,1,15,116.8,1967.51,16.85,San Juan del Río,Planta,65-ELE,Electrónica,4175.41,3316,875,2441,3.79,Alemania,QRO-SJR
1421,2024-04-10,2024-04-15,2024,4,3,5,1,2,84.5,1277.8,15.12,Corregidora,Taller,38-ELE,Electrónica,2360.54,3797,195,3602,19.47,Japón,QRO-MQZ
1422,2022-03-22,2022-03-29,2022,3,2,7,1,4,325.1,3494.13,10.75,El Marqués,Tier1,10-ARN,Arneses,1421.89,2478,555,1923,4.46,USA,QRO-SLP
1423,2021-07-12,2021-07-20,2021,7,1,8,1,5,347.7,4480,12.88,El Marqués,Tier1,89-ARN,Arneses,2647.36,4434,738,3696,6.01,Japón,QRO-SLP
1424,2022-02-13,2022-02-19,2022,2,0,6,1,3,324.6,3446.44,10.62,Querétaro,Distribuidor,16-FRE,Frenos,4639.47,4174,516,3658,8.09,China,QRO-SJR
1425,2025-08-28,2025-08-30,2025,8,4,2,0,0,121.9,1181.9,9.7,San Luis Potosí,Tier1,68-FRE,Frenos,3853.4,2725,382,2343,7.13,China,QRO-SJR
1426,2026-05-04,2026-06-01,2026,5,1,28,1,18,346.5,4641.12,13.39,Querétaro,Distribuidor,58-ARN,Arneses,2254.49,3722,381,3341,9.77,China,QRO-CEL
1427,2022-02-07,2022-02-15,2022,2,1,8,1,5,36.7,698.1,19.02,San Luis Potosí,Tier1,50-ELE,Electrónica,3253.74,3790,410,3380,9.24,México,QRO-SLP
1428,2025-11-10,2025-11-13,2025,11,1,3,0,0,346.6,6574.08,18.97,Celaya,Planta,52-ARN,Arneses,4854.61,3039,358,2681,8.49,México,QRO-SLP
1429,2026-05-24,2026-06-01,2026,5,0,8,0,0,125.6,1751.81,13.95,Querétaro,Distribuidor,39-ELE,Electrónica,2379.6,1533,174,1359,8.81,USA,QRO-SLP
1430,2022-05-29,2022-06-02,2022,5,0,4,1,1,295.1,5761.1,19.52,San Luis Potosí,Tier1,81-ELE,Electrónica,140.61,1480,170,1310,8.71,China,QRO-CEL
1431,2023-05-05,2023-05-07,2023,5,5,2,0,0,55.1,696.44,12.64,Celaya,Distribuidor,28-ARN,Arneses,615.82,4597,278,4319,16.54,Alemania,QRO-SJR
1432,2023-06-01,2023-06-09,2023,6,4,8,1,5,233.3,2578.71,11.05,León,Tier1,97-SUS,Suspensión,3611.27,2315,112,2203,20.67,USA,QRO-MQZ
1433,2022-02-02,2022-02-10,2022,2,3,8,1,5,18.5,218.61,11.82,Celaya,Distribuidor,36-SEN,Sensores,591.08,3132,264,2868,11.86,China,QRO-SLP
1434,2026-05-11,2026-05-30,2026,5,1,19,1,11,340.2,4866.57,14.31,Celaya,Tier1,31-ARN,Arneses,3016.79,2221,601,1620,3.7,Japón,QRO-CEL
1435,2025-12-02,2025-12-06,2025,12,2,4,1,1,196.8,2220.46,11.28,San Juan del Río,Taller,92-SUS,Suspensión,3033.85,4447,428,4019,10.39,Japón,QRO-SJR
1436,2025-02-04,2025-02-09,2025,2,2,5,1,2,337.4,5212.11,15.45,San Luis Potosí,Tier1,99-ELE,Electrónica,1359.1,1089,262,827,4.16,Alemania,QRO-SLP
1437,2026-05-25,2026-05-30,2026,5,1,5,0,0,100.3,1278.06,12.74,León,Planta,59-ARN,Arneses,757.6,2440,393,2047,6.21,Japón,QRO-SLP
1438,2021-04-03,2021-04-11,2021,4,6,8,1,5,310.1,6162.41,19.87,San Juan del Río,Planta,43-FRE,Frenos,2378.13,401,657,-256,0.61,México,QRO-CEL
1439,2024-11-28,2024-11-29,2024,11,4,1,0,0,40.9,677.23,16.56,San Luis Potosí,Tier1,14-FRE,Frenos,3534.94,4023,455,3568,8.84,México,QRO-CEL
1440,2026-05-13,2026-06-01,2026,5,3,19,1,9,206.6,2584.75,12.51,El Marqués,Planta,4-SUS,Suspensión,4325.44,2289,793,1496,2.89,USA,QRO-CEL
1441,2026-05-17,2026-06-01,2026,5,0,15,1,5,246.6,2952.74,11.97,El Marqués,Tier1,21-ARN,Arneses,2688.88,472,527,-55,0.9,China,QRO-MQZ
1442,2023-02-11,2023-02-14,2023,2,6,3,0,0,239.9,2446.47,10.2,Querétaro,Taller,32-ELE,Electrónica,2499.14,1034,842,192,1.23,Alemania,QRO-SJR
1443,2026-02-09,2026-02-10,2026,2,1,1,0,0,192.8,2699.22,14,San Juan del Río,Planta,54-FRE,Frenos,2428.99,2196,677,1519,3.24,USA,QRO-SLP
1444,2025-03-11,2025-03-12,2025,3,2,1,0,0,317.3,4455,14.04,Celaya,Planta,28-ARN,Arneses,615.82,4597,278,4319,16.54,Japón,QRO-MQZ
1445,2022-02-11,2022-02-14,2022,2,5,3,0,0,213.5,4047.02,18.96,San Juan del Río,Taller,99-FRE,Frenos,4195.98,3122,126,2996,24.78,México,QRO-SJR
1446,2023-03-01,2023-03-06,2023,3,3,5,1,2,199.8,3469.35,17.36,León,Taller,7-FRE,Frenos,3386.88,9,821,-812,0.01,Alemania,QRO-MQZ
1447,2024-01-30,2024-02-03,2024,1,2,4,1,1,121.1,1885.67,15.57,Celaya,Taller,86-ELE,Electrónica,4667.98,3468,649,2819,5.34,México,QRO-MQZ
1448,2026-05-03,2026-06-01,2026,5,0,29,1,19,14.2,243.5,17.15,Querétaro,Tier1,95-FRE,Frenos,4724.44,71,925,-854,0.08,China,QRO-CEL
1449,2026-05-05,2026-05-27,2026,5,2,22,1,17,135.5,1288.36,9.51,Celaya,Taller,7-FRE,Frenos,3386.88,9,821,-812,0.01,USA,QRO-CEL
1450,2026-05-21,2026-06-05,2026,5,4,15,1,1,313.5,5209.01,16.62,San Juan del Río,Taller,75-FRE,Frenos,2586.79,1278,749,529,1.71,China,QRO-CEL
1451,2024-07-18,2024-07-24,2024,7,4,6,1,3,54.7,839.04,15.34,Celaya,Distribuidor,13-SUS,Suspensión,186.07,4142,666,3476,6.22,USA,QRO-SLP
1452,2026-05-12,2026-06-01,2026,5,2,20,1,10,197.8,3627.11,18.34,San Juan del Río,Planta,70-SUS,Suspensión,3232.39,1824,203,1621,8.99,Alemania,QRO-CEL
1453,2024-12-24,2024-12-27,2024,12,2,3,0,0,228.5,4434.3,19.41,San Juan del Río,Taller,38-FRE,Frenos,2176.42,4632,529,4103,8.76,Alemania,QRO-SJR
1454,2023-03-28,2023-04-04,2023,3,2,7,1,4,135.2,1120.78,8.29,Querétaro,Planta,73-ARN,Arneses,3687.85,3796,460,3336,8.25,México,QRO-SJR
1455,2025-11-03,2025-11-11,2025,11,1,8,1,5,48.6,541.83,11.15,Querétaro,Planta,83-ELE,Electrónica,2047.97,1307,286,1021,4.57,USA,QRO-MQZ
1456,2026-05-17,2026-05-31,2026,5,0,14,1,5,92.9,816,8.78,Querétaro,Tier1,28-SEN,Sensores,1818.54,4432,701,3731,6.32,Japón,QRO-SLP
1457,2026-05-05,2026-06-01,2026,5,2,27,1,17,295.6,3804.44,12.87,Querétaro,Tier1,17-FRE,Frenos,4203.61,2829,138,2691,20.5,USA,QRO-SLP
1458,2026-05-19,2026-05-31,2026,5,2,12,1,3,305.7,3053.68,9.99,Querétaro,Planta,80-SEN,Sensores,4961.03,2089,880,1209,2.37,China,QRO-CEL
1459,2022-03-29,2022-03-30,2022,3,2,1,0,0,31.6,463.68,14.67,Corregidora,Tier1,26-SEN,Sensores,2283.16,2773,396,2377,7,China,QRO-CEL
1460,2023-08-07,2023-08-11,2023,8,1,4,1,1,65,916.94,14.11,San Luis Potosí,Tier1,59-SEN,Sensores,627.84,3969,671,3298,5.92,México,QRO-CEL
1461,2025-04-17,2025-04-24,2025,4,4,7,1,4,54.8,510.54,9.32,San Luis Potosí,Tier1,77-SEN,Sensores,2481.2,2143,179,1964,11.97,China,QRO-SLP
1462,2023-05-22,2023-05-27,2023,5,1,5,1,2,185.8,3306.92,17.8,El Marqués,Tier1,90-SEN,Sensores,2337.67,4635,431,4204,10.75,USA,QRO-SJR
1463,2025-03-19,2025-03-22,2025,3,3,3,0,0,316.4,5090.88,16.09,Celaya,Tier1,69-ARN,Arneses,2131.09,4430,982,3448,4.51,China,QRO-CEL
1464,2026-05-07,2026-05-26,2026,5,4,19,1,15,67.3,863.98,12.84,El Marqués,Taller,59-SUS,Suspensión,149.53,1044,359,685,2.91,Alemania,QRO-SJR
1465,2024-03-18,2024-03-22,2024,3,1,4,1,1,103.4,1418.5,13.72,El Marqués,Tier1,35-ARN,Arneses,3574.66,2983,906,2077,3.29,USA,QRO-SLP
1466,2024-06-12,2024-06-20,2024,6,3,8,1,5,71,614.06,8.65,San Juan del Río,Planta,72-FRE,Frenos,2982.1,4614,609,4005,7.58,México,QRO-SLP
1467,2021-05-02,2021-05-08,2021,5,0,6,1,3,246,2937.88,11.94,Corregidora,Planta,84-SUS,Suspensión,3111.43,4098,547,3551,7.49,USA,QRO-MQZ
1468,2021-05-13,2021-05-18,2021,5,4,5,1,2,63.9,631.45,9.88,San Juan del Río,Taller,63-FRE,Frenos,2548.55,2094,709,1385,2.95,China,QRO-MQZ
1469,2026-05-20,2026-05-26,2026,5,3,6,1,2,287.1,3493.7,12.17,Celaya,Distribuidor,15-SUS,Suspensión,3336.34,35,212,-177,0.17,USA,QRO-MQZ
1470,2024-05-18,2024-05-21,2024,5,6,3,0,0,324,4822.72,14.88,Querétaro,Tier1,5-SUS,Suspensión,1510.97,1853,254,1599,7.3,China,QRO-MQZ
1471,2026-05-19,2026-06-01,2026,5,2,13,1,3,129.7,2320.31,17.89,Celaya,Distribuidor,22-SUS,Suspensión,895.84,3847,874,2973,4.4,Japón,QRO-MQZ
1472,2025-05-05,2025-05-11,2025,5,1,6,1,3,317,4621.5,14.58,San Luis Potosí,Tier1,18-SEN,Sensores,2642.38,2763,311,2452,8.88,México,QRO-CEL
1473,2026-05-17,2026-05-30,2026,5,0,13,1,5,251,2476.26,9.87,Celaya,Tier1,37-SEN,Sensores,3969.15,3602,841,2761,4.28,Alemania,QRO-SJR
1474,2026-05-18,2026-05-30,2026,5,1,12,1,4,342.2,6701.6,19.58,San Luis Potosí,Tier1,43-SUS,Suspensión,2851.8,2949,285,2664,10.35,Alemania,QRO-SLP
1475,2023-07-13,2023-07-15,2023,7,4,2,0,0,135,2629.27,19.48,León,Tier1,99-SUS,Suspensión,1768.31,3450,251,3199,13.75,USA,QRO-MQZ
1476,2026-05-25,2026-06-05,2026,5,1,11,0,0,341.1,6374.21,18.69,León,Planta,52-ARN,Arneses,4854.61,3039,358,2681,8.49,Japón,QRO-SLP
1477,2026-05-10,2026-05-28,2026,5,0,18,1,12,239.6,3489.58,14.56,El Marqués,Tier1,44-SEN,Sensores,4770.35,1824,337,1487,5.41,China,QRO-SLP
1478,2025-01-26,2025-01-29,2025,1,0,3,0,0,94.5,1333.33,14.11,Celaya,Distribuidor,36-SUS,Suspensión,787.36,3511,115,3396,30.53,USA,QRO-SJR
1479,2023-04-05,2023-04-10,2023,4,3,5,1,2,100.1,1611.86,16.1,Querétaro,Tier1,48-SUS,Suspensión,3762.52,1609,412,1197,3.91,USA,QRO-SLP
1480,2023-07-13,2023-07-15,2023,7,4,2,0,0,149.5,2933.93,19.62,Celaya,Tier1,56-SUS,Suspensión,4497.66,4064,966,3098,4.21,China,QRO-CEL
1481,2022-09-30,2022-10-06,2022,9,5,6,1,3,188.4,2846.27,15.11,Querétaro,Tier1,23-SUS,Suspensión,3508.58,2134,799,1335,2.67,China,QRO-SJR
1482,2026-05-21,2026-05-30,2026,5,4,9,1,1,59.1,942.99,15.96,Querétaro,Taller,45-FRE,Frenos,1728.34,1258,154,1104,8.17,Japón,QRO-CEL
1483,2025-03-14,2025-03-17,2025,3,5,3,0,0,342.6,3087.46,9.01,Querétaro,Tier1,96-FRE,Frenos,3819.86,1364,751,613,1.82,México,QRO-SLP
1484,2026-05-01,2026-05-26,2026,5,5,25,1,21,185.4,2896.62,15.62,León,Planta,7-ELE,Electrónica,246.58,4554,646,3908,7.05,Japón,QRO-SJR
1485,2025-05-29,2025-05-31,2025,5,4,2,0,0,13.4,167.15,12.47,León,Taller,79-SEN,Sensores,3466.99,835,695,140,1.2,México,QRO-MQZ
1486,2026-05-04,2026-05-28,2026,5,1,24,1,18,328.7,3907.12,11.89,San Luis Potosí,Tier1,84-FRE,Frenos,3127.21,853,327,526,2.61,China,QRO-SJR
1487,2024-12-14,2024-12-17,2024,12,6,3,0,0,338.4,5859.84,17.32,San Juan del Río,Planta,99-ELE,Electrónica,1359.1,1089,262,827,4.16,México,QRO-CEL
1488,2026-05-16,2026-05-27,2026,5,6,11,1,6,132.3,2588.72,19.57,Querétaro,Tier1,99-FRE,Frenos,4195.98,3122,126,2996,24.78,China,QRO-MQZ
1489,2024-12-25,2024-12-27,2024,12,3,2,0,0,295.1,3473.64,11.77,Querétaro,Distribuidor,35-ELE,Electrónica,1141.28,3576,681,2895,5.25,Japón,QRO-MQZ
1490,2025-12-20,2025-12-22,2025,12,6,2,0,0,189.5,3317.11,17.5,Querétaro,Tier1,36-SUS,Suspensión,787.36,3511,115,3396,30.53,USA,QRO-SLP
1491,2024-03-23,2024-03-30,2024,3,6,7,1,4,106.4,1449.79,13.63,San Luis Potosí,Tier1,74-SEN,Sensores,3564.35,956,699,257,1.37,México,QRO-SLP
1492,2022-06-16,2022-06-22,2022,6,4,6,1,3,313.2,3860.54,12.33,Corregidora,Taller,65-ARN,Arneses,844,2641,720,1921,3.67,Alemania,QRO-SLP
1493,2023-11-28,2023-11-30,2023,11,2,2,0,0,113.8,1547.42,13.6,Celaya,Tier1,39-ELE,Electrónica,2379.6,1533,174,1359,8.81,México,QRO-SLP
1494,2023-05-20,2023-05-27,2023,5,6,7,1,4,318.3,5608.15,17.62,Celaya,Planta,46-ELE,Electrónica,2511.37,3579,173,3406,20.69,China,QRO-CEL
1495,2026-05-20,2026-05-30,2026,5,3,10,1,2,239,4067.38,17.02,San Juan del Río,Tier1,82-FRE,Frenos,3559.78,1290,296,994,4.36,México,QRO-SJR
1496,2024-06-04,2024-06-09,2024,6,2,5,1,2,119.4,1381.31,11.57,Querétaro,Planta,89-SEN,Sensores,4357.78,2341,878,1463,2.67,México,QRO-SLP
1497,2026-05-03,2026-05-31,2026,5,0,28,1,19,147.2,1493.58,10.15,León,Tier1,7-FRE,Frenos,3386.88,9,821,-812,0.01,México,QRO-SJR
1498,2024-07-01,2024-07-06,2024,7,1,5,1,2,276.8,5435.68,19.64,León,Tier1,88-ELE,Electrónica,952.75,1483,288,1195,5.15,Alemania,QRO-SJR
1499,2026-05-02,2026-05-31,2026,5,6,29,1,20,302.7,2554.48,8.44,San Luis Potosí,Planta,71-FRE,Frenos,3409.21,2240,727,1513,3.08,USA,QRO-SJR
1500,2025-11-08,2025-11-10,2025,11,6,2,0,0,291.4,5229.38,17.95,El Marqués,Taller,72-ARN,Arneses,3783.02,2196,705,1491,3.11,México,QRO-MQZ
1501,2026-05-08,2026-05-27,2026,5,5,19,1,14,195.8,2305.91,11.78,El Marqués,Tier1,82-FRE,Frenos,3559.78,1290,296,994,4.36,China,QRO-SLP
1502,2026-05-15,2026-06-01,2026,5,5,17,1,7,90.2,1733.23,19.22,Querétaro,Planta,63-SEN,Sensores,610.95,201,678,-477,0.3,USA,QRO-SLP
1503,2026-02-17,2026-02-22,2026,2,2,5,1,2,121.1,988.96,8.17,Corregidora,Tier1,82-ELE,Electrónica,4169.44,3032,267,2765,11.36,China,QRO-MQZ
1504,2024-03-25,2024-03-30,2024,3,1,5,1,2,250.6,4381.57,17.48,San Luis Potosí,Planta,65-SEN,Sensores,3356.68,3642,308,3334,11.82,China,QRO-SLP
1505,2026-05-06,2026-05-25,2026,5,3,19,1,16,52.1,1040.41,19.97,León,Tier1,40-ARN,Arneses,288.05,1674,857,817,1.95,China,QRO-CEL
1506,2026-05-21,2026-06-03,2026,5,4,13,1,1,206.3,3106.77,15.06,San Luis Potosí,Tier1,40-ELE,Electrónica,3251.02,3372,892,2480,3.78,Japón,QRO-SJR
1507,2026-05-17,2026-05-28,2026,5,0,11,1,5,274.1,3677.84,13.42,Querétaro,Distribuidor,65-SUS,Suspensión,3449.87,4345,595,3750,7.3,México,QRO-SLP
1508,2022-03-12,2022-03-17,2022,3,6,5,1,2,126.8,2162.29,17.05,Querétaro,Planta,5-ARN,Arneses,2099.43,479,838,-359,0.57,Japón,QRO-MQZ
1509,2022-07-03,2022-07-11,2022,7,0,8,1,5,174.5,2831.26,16.22,San Juan del Río,Tier1,58-ARN,Arneses,2254.49,3722,381,3341,9.77,USA,QRO-SJR
1510,2025-01-05,2025-01-10,2025,1,0,5,1,2,275.3,4691.54,17.04,San Luis Potosí,Distribuidor,62-SEN,Sensores,61.64,976,325,651,3,China,QRO-MQZ
1511,2022-09-19,2022-09-24,2022,9,1,5,1,2,118.3,1488.22,12.58,Celaya,Planta,2-SUS,Suspensión,2244.37,1376,919,457,1.5,Alemania,QRO-MQZ
1512,2021-01-29,2021-02-04,2021,1,5,6,1,3,41.9,694.39,16.57,San Juan del Río,Taller,35-SUS,Suspensión,3998.45,2100,715,1385,2.94,México,QRO-SJR
1513,2025-03-19,2025-03-23,2025,3,3,4,1,1,168.6,3018.87,17.91,San Luis Potosí,Planta,21-FRE,Frenos,4833.89,4818,201,4617,23.97,USA,QRO-SLP
1514,2026-05-07,2026-05-25,2026,5,4,18,1,15,275,3154.89,11.47,León,Planta,32-SUS,Suspensión,4111.1,4658,655,4003,7.11,China,QRO-MQZ
1515,2025-05-27,2025-06-01,2025,5,2,5,1,2,130.7,1489.82,11.4,Querétaro,Tier1,43-SUS,Suspensión,2851.8,2949,285,2664,10.35,Japón,QRO-MQZ
1516,2022-06-28,2022-07-03,2022,6,2,5,1,2,341.5,3319.71,9.72,San Luis Potosí,Tier1,81-SUS,Suspensión,2394.84,4181,399,3782,10.48,Japón,QRO-CEL
1517,2022-03-10,2022-03-12,2022,3,4,2,0,0,274.7,4987.82,18.16,León,Tier1,55-ARN,Arneses,3941.75,4751,961,3790,4.94,USA,QRO-SLP
1518,2025-05-07,2025-05-11,2025,5,3,4,1,1,206.4,2595.02,12.57,San Luis Potosí,Tier1,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,China,QRO-SLP
1519,2022-07-24,2022-08-01,2022,7,0,8,1,5,329.7,5728.37,17.37,León,Tier1,50-ELE,Electrónica,3253.74,3790,410,3380,9.24,USA,QRO-SJR
1520,2026-05-24,2026-05-27,2026,5,0,3,0,0,93.1,1254.5,13.47,Corregidora,Planta,15-SEN,Sensores,4743.16,142,448,-306,0.32,Japón,QRO-MQZ
1521,2022-02-17,2022-02-22,2022,2,4,5,1,2,275.3,5097.03,18.51,Corregidora,Distribuidor,23-SEN,Sensores,1056.26,3445,649,2796,5.31,Alemania,QRO-CEL
1522,2021-01-13,2021-01-21,2021,1,3,8,1,5,319.8,3400.53,10.63,El Marqués,Taller,67-ELE,Electrónica,2438.18,3104,587,2517,5.29,USA,QRO-MQZ
1523,2026-05-03,2026-05-28,2026,5,0,25,1,19,325.7,2732.05,8.39,Querétaro,Planta,53-ELE,Electrónica,2503.62,2992,933,2059,3.21,China,QRO-SJR
1524,2022-07-04,2022-07-06,2022,7,1,2,0,0,148.7,2508.06,16.87,San Luis Potosí,Tier1,31-ARN,Arneses,3016.79,2221,601,1620,3.7,China,QRO-CEL
1525,2023-09-14,2023-09-19,2023,9,4,5,1,2,109.9,1527.98,13.9,León,Tier1,5-FRE,Frenos,3547.92,1323,978,345,1.35,Alemania,QRO-SLP
